Time (sec),Status,% of Drowsiness,Alert
29,Both eyes open,8,Driver Awake
29,Both eyes open,8,Driver Awake
29,Both eyes open,8,Driver Awake
29,Both eyes open,8,Driver Awake
29,Both eyes open,8,Driver Awake
29,Both eyes open,8,Driver Awake
29,Both eyes open,8,Driver Awake
29,Both eyes open,8,Driver Awake
29,Both eyes open,8,Driver Awake
29,Both eyes open,8,Driver Awake
29,Both eyes open,8,Driver Awake
29,Both eyes open,8,Driver Awake
29,Both eyes open,8,Driver Awake
29,Both eyes open,8,Driver Awake
29,"Left eye open, right eye closed",8,Driver Awake
29,Both eyes open,8,Driver Awake
29,Both eyes open,8,Driver Awake
29,Both eyes closed,9,Driver Awake
30,"Left eye open, right eye closed",9,Driver Awake
30,Both eyes closed,10,Driver Awake
30,"Left eye open, right eye closed",10,Driver Awake
30,Both eyes closed,11,Driver Awake
30,Both eyes open,10,Driver Awake
30,Both eyes open,9,Driver Awake
30,"Left eye open, right eye closed",8,Driver Awake
30,Both eyes open,7,Driver Awake
30,"Left eye open, right eye closed",6,Driver Awake
30,Both eyes open,6,Driver Awake
30,"Left eye open, right eye closed",6,Driver Awake
30,Both eyes open,6,Driver Awake
30,"Left eye open, right eye closed",6,Driver Awake
30,Both eyes closed,7,Driver Awake
30,"Left eye open, right eye closed",7,Driver Awake
30,"Left eye open, right eye closed",7,Driver Awake
30,"Left eye open, right eye closed",7,Driver Awake
30,Both eyes open,7,Driver Awake
30,"Left eye open, right eye closed",7,Driver Awake
30,Both eyes closed,8,Driver Awake
30,Both eyes open,8,Driver Awake
30,Both eyes open,8,Driver Awake
30,Both eyes open,8,Driver Awake
30,Both eyes closed,9,Driver Awake
30,Both eyes closed,10,Driver Awake
30,"Left eye open, right eye closed",10,Driver Awake
30,"Left eye open, right eye closed",10,Driver Awake
30,"Left eye open, right eye closed",10,Driver Awake
30,Both eyes open,10,Driver Awake
30,"Left eye open, right eye closed",10,Driver Awake
31,Both eyes open,10,Driver Awake
31,Both eyes open,10,Driver Awake
31,Both eyes open,10,Driver Awake
31,Both eyes open,10,Driver Awake
31,Both eyes open,10,Driver Awake
31,"Left eye open, right eye closed",10,Driver Awake
31,"Left eye open, right eye closed",10,Driver Awake
31,Both eyes open,10,Driver Awake
31,"Left eye open, right eye closed",10,Driver Awake
31,"Left eye open, right eye closed",10,Driver Awake
31,"Left eye open, right eye closed",10,Driver Awake
31,"Left eye open, right eye closed",10,Driver Awake
31,Both eyes open,10,Driver Awake
31,Both eyes open,10,Driver Awake
31,Both eyes open,9,Driver Awake
31,Both eyes open,8,Driver Awake
31,"Left eye open, right eye closed",7,Driver Awake
31,"Left eye open, right eye closed",7,Driver Awake
31,Both eyes closed,8,Driver Awake
31,"Left eye open, right eye closed",8,Driver Awake
31,Both eyes closed,9,Driver Awake
31,Both eyes closed,10,Driver Awake
31,Both eyes open,10,Driver Awake
31,Both eyes open,10,Driver Awake
31,Both eyes open,10,Driver Awake
31,Both eyes open,10,Driver Awake
31,Both eyes open,10,Driver Awake
31,Both eyes open,10,Driver Awake
31,Both eyes open,10,Driver Awake
31,Both eyes open,10,Driver Awake
32,Both eyes open,10,Driver Awake
32,Both eyes open,10,Driver Awake
32,Both eyes open,10,Driver Awake
32,Both eyes open,10,Driver Awake
32,Both eyes open,10,Driver Awake
32,Both eyes open,10,Driver Awake
32,Both eyes open,10,Driver Awake
32,Both eyes open,10,Driver Awake
32,Both eyes open,10,Driver Awake
32,Both eyes open,10,Driver Awake
32,Both eyes open,10,Driver Awake
32,Both eyes open,10,Driver Awake
32,Both eyes open,10,Driver Awake
32,Both eyes open,10,Driver Awake
32,Both eyes open,10,Driver Awake
32,Both eyes open,10,Driver Awake
32,Both eyes open,10,Driver Awake
32,Both eyes open,10,Driver Awake
32,Both eyes open,10,Driver Awake
32,Both eyes open,10,Driver Awake
32,Both eyes open,10,Driver Awake
32,"Left eye closed, right eye open",10,Driver Awake
32,Both eyes open,10,Driver Awake
32,Both eyes open,10,Driver Awake
32,"Left eye closed, right eye open",10,Driver Awake
32,"Left eye closed, right eye open",10,Driver Awake
32,Both eyes closed,11,Driver Awake
32,Both eyes open,11,Driver Awake
32,"Left eye closed, right eye open",11,Driver Awake
32,Both eyes open,11,Driver Awake
33,Both eyes open,11,Driver Awake
33,Both eyes closed,12,Driver Awake
33,Both eyes open,12,Driver Awake
33,"Left eye open, right eye closed",12,Driver Awake
33,Both eyes closed,13,Driver Awake
33,Both eyes closed,14,Driver Awake
33,Both eyes closed,15,Driver Awake
33,Both eyes closed,16,Driver Awake
33,Both eyes closed,17,Driver Awake
33,Both eyes closed,17,Driver Awake
33,Both eyes closed,18,Driver Awake
33,Both eyes open,17,Driver Awake
33,Both eyes open,17,Driver Awake
33,Both eyes open,16,Driver Awake
33,Both eyes open,16,Driver Awake
33,Both eyes open,16,Driver Awake
33,Both eyes open,16,Driver Awake
33,Both eyes open,16,Driver Awake
33,Both eyes open,16,Driver Awake
33,Both eyes open,16,Driver Awake
33,Both eyes open,16,Driver Awake
33,Both eyes open,16,Driver Awake
33,Both eyes open,16,Driver Awake
33,Both eyes open,15,Driver Awake
33,Both eyes open,15,Driver Awake
33,Both eyes open,15,Driver Awake
33,Both eyes open,15,Driver Awake
33,Both eyes open,15,Driver Awake
33,Both eyes open,15,Driver Awake
33,Both eyes open,14,Driver Awake
34,Both eyes open,14,Driver Awake
34,Both eyes open,14,Driver Awake
34,Both eyes open,14,Driver Awake
34,Both eyes open,13,Driver Awake
34,Both eyes open,12,Driver Awake
34,Both eyes open,12,Driver Awake
34,Both eyes open,12,Driver Awake
34,Both eyes open,12,Driver Awake
34,"Left eye open, right eye closed",12,Driver Awake
34,"Left eye open, right eye closed",12,Driver Awake
34,Both eyes open,12,Driver Awake
34,Both eyes closed,13,Driver Awake
34,Both eyes closed,14,Driver Awake
34,Both eyes closed,15,Driver Awake
34,Both eyes closed,16,Driver Awake
34,Both eyes closed,17,Driver Awake
34,"Left eye open, right eye closed",17,Driver Awake
34,"Left eye open, right eye closed",17,Driver Awake
34,Both eyes open,17,Driver Awake
34,Both eyes open,17,Driver Awake
34,Both eyes open,17,Driver Awake
34,Both eyes open,17,Driver Awake
34,Both eyes open,17,Driver Awake
34,Both eyes open,17,Driver Awake
34,Both eyes open,17,Driver Awake
34,Both eyes open,17,Driver Awake
34,Both eyes open,17,Driver Awake
34,Both eyes open,17,Driver Awake
34,Both eyes open,16,Driver Awake
34,Both eyes open,16,Driver Awake
35,Both eyes open,15,Driver Awake
35,Both eyes open,14,Driver Awake
35,Both eyes open,14,Driver Awake
35,Both eyes open,14,Driver Awake
35,Both eyes open,14,Driver Awake
35,Both eyes open,14,Driver Awake
35,Both eyes open,14,Driver Awake
35,Both eyes open,14,Driver Awake
35,Both eyes open,14,Driver Awake
35,Both eyes open,14,Driver Awake
35,Both eyes open,14,Driver Awake
35,Both eyes open,14,Driver Awake
35,Both eyes open,14,Driver Awake
35,Both eyes open,14,Driver Awake
35,Both eyes open,14,Driver Awake
35,Both eyes open,14,Driver Awake
35,Both eyes open,14,Driver Awake
35,Both eyes open,14,Driver Awake
35,Both eyes open,14,Driver Awake
35,Both eyes open,14,Driver Awake
35,Both eyes closed,15,Driver Awake
35,Both eyes open,15,Driver Awake
35,Both eyes open,15,Driver Awake
35,Both eyes open,15,Driver Awake
35,Both eyes open,15,Driver Awake
35,Both eyes open,15,Driver Awake
35,Both eyes open,15,Driver Awake
35,Both eyes open,15,Driver Awake
35,Both eyes open,15,Driver Awake
35,Both eyes open,15,Driver Awake
36,Both eyes open,15,Driver Awake
36,Both eyes open,15,Driver Awake
36,Both eyes open,15,Driver Awake
36,Both eyes open,15,Driver Awake
36,Both eyes open,15,Driver Awake
36,Both eyes open,15,Driver Awake
36,"Left eye closed, right eye open",14,Driver Awake
36,Both eyes open,14,Driver Awake
36,Both eyes open,14,Driver Awake
36,Both eyes open,14,Driver Awake
36,Both eyes open,14,Driver Awake
36,Both eyes open,13,Driver Awake
36,Both eyes open,13,Driver Awake
36,Both eyes open,13,Driver Awake
36,Both eyes open,12,Driver Awake
36,Both eyes open,11,Driver Awake
36,"Left eye closed, right eye open",10,Driver Awake
36,Both eyes closed,10,Driver Awake
36,Both eyes open,9,Driver Awake
36,Both eyes open,8,Driver Awake
36,Both eyes open,7,Driver Awake
36,Both eyes open,7,Driver Awake
36,Both eyes open,7,Driver Awake
36,"Left eye closed, right eye open",7,Driver Awake
36,"Left eye closed, right eye open",7,Driver Awake
36,"Left eye open, right eye closed",7,Driver Awake
36,Both eyes open,7,Driver Awake
36,Both eyes open,7,Driver Awake
36,Both eyes open,7,Driver Awake
36,Both eyes open,7,Driver Awake
37,Both eyes open,7,Driver Awake
37,Both eyes open,7,Driver Awake
37,Both eyes open,7,Driver Awake
37,Both eyes open,7,Driver Awake
37,Both eyes open,7,Driver Awake
37,Both eyes open,7,Driver Awake
37,Both eyes open,7,Driver Awake
37,Both eyes open,7,Driver Awake
37,Both eyes open,7,Driver Awake
37,Both eyes open,7,Driver Awake
37,Both eyes open,7,Driver Awake
37,Both eyes open,7,Driver Awake
37,Both eyes open,7,Driver Awake
37,Both eyes open,7,Driver Awake
37,Both eyes open,7,Driver Awake
37,Both eyes open,7,Driver Awake
37,Both eyes open,7,Driver Awake
37,Both eyes open,7,Driver Awake
37,"Left eye closed, right eye open",7,Driver Awake
37,"Left eye closed, right eye open",7,Driver Awake
37,"Left eye closed, right eye open",7,Driver Awake
37,Both eyes open,6,Driver Awake
37,Both eyes open,5,Driver Awake
37,Both eyes open,4,Driver Awake
37,Both eyes closed,4,Driver Awake
37,Both eyes closed,4,Driver Awake
37,Both eyes closed,5,Driver Awake
37,Both eyes closed,6,Driver Awake
37,Both eyes closed,7,Driver Awake
37,Both eyes open,7,Driver Awake
38,Both eyes open,7,Driver Awake
38,Both eyes open,7,Driver Awake
38,Both eyes open,7,Driver Awake
38,Both eyes open,7,Driver Awake
38,Both eyes open,7,Driver Awake
38,Both eyes open,7,Driver Awake
38,Both eyes open,7,Driver Awake
38,Both eyes open,7,Driver Awake
38,Both eyes open,7,Driver Awake
38,Both eyes open,7,Driver Awake
38,Both eyes open,7,Driver Awake
38,Both eyes open,7,Driver Awake
38,Both eyes open,7,Driver Awake
38,Both eyes open,7,Driver Awake
38,Both eyes open,7,Driver Awake
38,Both eyes open,7,Driver Awake
38,Both eyes open,7,Driver Awake
38,Both eyes open,7,Driver Awake
38,Both eyes open,7,Driver Awake
38,Both eyes open,7,Driver Awake
38,Both eyes open,7,Driver Awake
38,Both eyes open,7,Driver Awake
38,Both eyes open,7,Driver Awake
38,Both eyes open,7,Driver Awake
38,Both eyes open,7,Driver Awake
38,"Left eye closed, right eye open",7,Driver Awake
38,Both eyes open,7,Driver Awake
38,Both eyes open,7,Driver Awake
38,Both eyes closed,8,Driver Awake
38,"Left eye closed, right eye open",8,Driver Awake
39,"Left eye closed, right eye open",7,Driver Awake
39,Both eyes open,7,Driver Awake
39,Both eyes open,7,Driver Awake
39,Both eyes open,7,Driver Awake
39,Both eyes open,7,Driver Awake
39,Both eyes open,7,Driver Awake
39,Both eyes open,7,Driver Awake
39,Both eyes open,7,Driver Awake
39,Both eyes open,7,Driver Awake
39,Both eyes open,7,Driver Awake
39,Both eyes open,7,Driver Awake
39,Both eyes open,7,Driver Awake
39,Both eyes open,7,Driver Awake
39,Both eyes open,7,Driver Awake
39,Both eyes open,7,Driver Awake
39,Both eyes open,7,Driver Awake
39,Both eyes open,7,Driver Awake
39,Both eyes open,7,Driver Awake
39,Both eyes open,7,Driver Awake
39,Both eyes open,7,Driver Awake
39,Both eyes open,7,Driver Awake
39,Both eyes open,7,Driver Awake
39,Both eyes open,7,Driver Awake
39,Both eyes open,7,Driver Awake
39,Both eyes open,7,Driver Awake
39,Both eyes open,7,Driver Awake
39,Both eyes open,7,Driver Awake
39,Both eyes open,6,Driver Awake
39,Both eyes open,6,Driver Awake
39,Both eyes open,6,Driver Awake
40,Both eyes open,6,Driver Awake
40,Both eyes closed,7,Driver Awake
40,Both eyes closed,8,Driver Awake
40,Both eyes closed,9,Driver Awake
40,"Left eye closed, right eye open",9,Driver Awake
40,"Left eye closed, right eye open",9,Driver Awake
40,"Left eye closed, right eye open",9,Driver Awake
40,Both eyes open,9,Driver Awake
40,Both eyes open,9,Driver Awake
40,Both eyes open,9,Driver Awake
40,Both eyes open,9,Driver Awake
40,Both eyes open,9,Driver Awake
40,"Left eye open, right eye closed",9,Driver Awake
40,Both eyes open,9,Driver Awake
40,Both eyes closed,10,Driver Awake
40,Both eyes closed,11,Driver Awake
40,Both eyes closed,12,Driver Awake
40,Both eyes closed,13,Driver Awake
40,"Left eye open, right eye closed",13,Driver Awake
40,Both eyes closed,14,Driver Awake
40,"Left eye open, right eye closed",14,Driver Awake
40,Both eyes closed,15,Driver Awake
40,"Left eye open, right eye closed",15,Driver Awake
40,"Left eye open, right eye closed",15,Driver Awake
40,"Left eye open, right eye closed",15,Driver Awake
40,"Left eye open, right eye closed",15,Driver Awake
40,Both eyes closed,16,Driver Awake
40,Both eyes closed,17,Driver Awake
40,Both eyes closed,18,Driver Awake
40,Both eyes closed,19,Driver Awake
41,Both eyes closed,20,Driver Awake
41,Both eyes closed,21,Driver Awake
41,Both eyes closed,22,Driver Awake
41,"Left eye open, right eye closed",22,Driver Awake
41,"Left eye open, right eye closed",21,Driver Awake
41,"Left eye open, right eye closed",20,Driver Awake
41,Both eyes closed,20,Driver Awake
41,"Left eye open, right eye closed",19,Driver Awake
41,Both eyes open,18,Driver Awake
41,"Left eye open, right eye closed",18,Driver Awake
41,"Left eye open, right eye closed",18,Driver Awake
41,Both eyes closed,19,Driver Awake
41,Both eyes closed,20,Driver Awake
41,"Left eye open, right eye closed",20,Driver Awake
41,Both eyes closed,21,Driver Awake
41,Both eyes open,21,Driver Awake
41,Both eyes closed,22,Driver Awake
41,"Left eye open, right eye closed",22,Driver Awake
41,"Left eye open, right eye closed",22,Driver Awake
41,Both eyes closed,23,Driver Awake
41,"Left eye open, right eye closed",23,Driver Awake
41,Both eyes closed,24,Driver Awake
41,"Left eye open, right eye closed",24,Driver Awake
41,Both eyes closed,25,Driver Awake
41,"Left eye open, right eye closed",25,Driver Awake
41,"Left eye open, right eye closed",25,Driver Awake
41,Both eyes closed,26,Driver Awake
41,Both eyes closed,27,Driver Awake
41,"Left eye open, right eye closed",27,Driver Awake
41,Both eyes closed,28,Driver Awake
42,Both eyes closed,28,Driver Awake
42,Both eyes closed,30,Driver Awake
42,Both eyes closed,31,Driver Awake
42,Both eyes open,31,Driver Awake
42,Both eyes closed,32,Driver Awake
42,"Left eye open, right eye closed",32,Driver Awake
42,Both eyes open,32,Driver Awake
42,Both eyes closed,33,Driver Awake
42,Both eyes closed,33,Driver Awake
42,Both eyes closed,34,Driver Awake
42,"Left eye open, right eye closed",34,Driver Awake
42,Both eyes closed,35,Driver Awake
42,Both eyes closed,36,Driver Awake
42,Both eyes closed,37,Driver Awake
42,Both eyes open,37,Driver Awake
42,Both eyes closed,38,Driver Awake
42,Both eyes closed,39,Driver Awake
42,Both eyes closed,40,High drowsiness detected
42,Both eyes closed,41,High drowsiness detected
42,Both eyes closed,42,High drowsiness detected
42,Both eyes closed,43,High drowsiness detected
42,Both eyes closed,44,High drowsiness detected
42,Both eyes closed,45,High drowsiness detected
42,Both eyes closed,46,High drowsiness detected
42,"Left eye closed, right eye open",46,High drowsiness detected
42,Both eyes closed,47,High drowsiness detected
42,Both eyes closed,48,High drowsiness detected
42,Both eyes closed,49,High drowsiness detected
42,Both eyes closed,50,High drowsiness detected
42,Both eyes open,50,High drowsiness detected
43,Both eyes open,50,High drowsiness detected
43,"Left eye open, right eye closed",50,High drowsiness detected
43,Both eyes closed,51,High drowsiness detected
43,Both eyes open,51,High drowsiness detected
43,"Left eye open, right eye closed",51,High drowsiness detected
43,"Left eye open, right eye closed",51,High drowsiness detected
43,Both eyes open,51,High drowsiness detected
43,Both eyes open,51,High drowsiness detected
43,"Left eye open, right eye closed",51,High drowsiness detected
43,Both eyes open,51,High drowsiness detected
43,Both eyes open,51,High drowsiness detected
43,Both eyes open,50,High drowsiness detected
43,Both eyes closed,50,High drowsiness detected
43,Both eyes closed,50,High drowsiness detected
43,Both eyes closed,51,High drowsiness detected
43,Both eyes closed,52,High drowsiness detected
43,Both eyes closed,53,High drowsiness detected
43,Both eyes closed,54,High drowsiness detected
43,Both eyes closed,55,High drowsiness detected
43,Both eyes closed,56,High drowsiness detected
43,Both eyes closed,56,High drowsiness detected
43,"Left eye open, right eye closed",56,High drowsiness detected
43,"Left eye open, right eye closed",56,High drowsiness detected
43,Both eyes closed,57,High drowsiness detected
43,Both eyes closed,57,High drowsiness detected
43,Both eyes closed,57,High drowsiness detected
43,Both eyes closed,57,High drowsiness detected
43,Both eyes closed,57,High drowsiness detected
43,Both eyes closed,59,High drowsiness detected
43,Both eyes closed,59,High drowsiness detected
44,"Left eye open, right eye closed",59,High drowsiness detected
44,"Left eye open, right eye closed",57,High drowsiness detected
44,"Left eye open, right eye closed",57,High drowsiness detected
44,"Left eye open, right eye closed",57,High drowsiness detected
44,Both eyes open,57,High drowsiness detected
44,"Left eye open, right eye closed",57,High drowsiness detected
